file,num,CDPSA,GD,IGD,HV,GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.070487019,0.001995747,0.008199596,0.047901581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.071831359,0.002406035,0.023220062,0.049774009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.073726023,0.002555392,0.089916145,0.048722114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.07101512,0.001885682,0.072687712,0.041440866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.076161318,0.003118937,0.086053786,0.06464854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.070767487,0.002525542,0.049155517,0.056684661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.071485573,0.002846279,0,0.062551246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.068616151,0.003114631,0.088765863,0.069876828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.070519751,0.002743205,0.004097031,0.051506322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.080239895,0.002509588,0.018485364,0.096869299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.073937598,0.00231548,0.003964579,0.058426355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.064797782,0.001563115,0.09448644,0.032181309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.06616758,0.004315142,0.033159286,0.065407333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.070737573,0.00242264,0.057905891,0.058169978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.066799147,0.003579576,0.018746992,0.047033945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.071548831,0.003772549,0,0.065576883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.071667767,0.003116399,0.094642976,0.04538321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.068831389,0.002491457,0,0.053074998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.065822739,0.004094479,0.178392083,0.054667714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,CD,0.063310233,0.003355898,0.235304404,0.057055946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.071061334,0.001111713,0.53315764,0.014284003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.073223671,0.001258525,0.466030125,0.026616682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.078410821,0.001312499,0.318164307,0.01937931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.066492847,0.000973758,0.600199391,0.01212501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.078344828,0.001278382,0.403983877,0.032162317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.069512364,0.001362876,0.214845699,0.025011929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.072900328,0.001090065,0.631529811,0.017394262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.072151317,0.001219712,0.481692663,0.013827902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.066680045,0.001158265,0.999095349,0.005254315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.08123429,0.001136718,0.977199767,0.008087182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.072751828,0.00124369,0.221065428,0.029854996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.069167898,0.00076468,0.904858335,0.00573585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.07065143,0.00113014,0.510140728,0.01367971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.066173841,0.001093595,0.700340384,0.013100717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.070826333,0.0011559,0.675744618,0.016304912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.068942656,0.001059356,0.666688362,0.011235606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.068009609,0.001271606,0.253324823,0.020063856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.08118581,0.001056934,0.486090185,0.017115698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.069848879,0.001041115,0.603349112,0.013478404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,6,PSA,0.066932506,0.001138938,1.152721441,0.004725324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.074272908,0.003288716,0.019523858,0.051840153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.079879329,0.004097887,0,0.069219248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.081862803,0.002663239,0.029858001,0.062286316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.080246386,0.002539389,0.001361678,0.043432647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.084782068,0.002931893,0.069600656,0.049509068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.084673584,0.00404564,0.037463521,0.050767601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.079295163,0.002363257,0.129370162,0.046503619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.080336326,0.004331498,0.087804644,0.055969697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.080239987,0.003151393,0.062492056,0.04231034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.082534829,0.00317439,0.015015629,0.060085566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.077838888,0.00400693,0.133058092,0.046084898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.082667804,0.003911387,0.114686082,0.057749847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.07740677,0.004899987,0,0.072471034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.081209712,0.002979825,0,0.069947108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.07553183,0.003616548,0.017482398,0.059143356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.081604348,0.002036979,0,0.045155054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.079626267,0.00310141,0,0.056838682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.079406798,0.005299208,0,0.049455259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.077749401,0.004190769,0.01149239,0.063597358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,CD,0.082382276,0.003663455,0.007312281,0.068316385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.082907148,0.00114816,0.640606517,0.011726964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.089476577,0.00150371,0.651164877,0.01274498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.084341407,0.001150345,0.654729421,0.014304845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.090988294,0.001618719,0.552188318,0.015853236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.080824534,0.002063694,0.772395841,0.007475948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.080217685,0.001174871,0.607218009,0.010641108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.084380926,0.001110558,0.603087322,0.010639515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.082146697,0.001050596,0.703272813,0.008033372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.080773503,0.00144303,0.573901636,0.014320985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.087518711,0.000959985,0.897408259,0.012287587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.085736255,0.001794146,0.533513549,0.014490036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.089772863,0.001319048,0.47822685,0.016033261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.083211401,0.0015111,0.548005116,0.009109068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.084770744,0.001033317,1.013365427,0.006650685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.082671596,0.001150376,0.677261237,0.009517672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.080608353,0.00149012,0.616882992,0.01648158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.088548637,0.001080581,0.619517796,0.011972389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.084866316,0.000960023,1.053245582,0.009138197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.081182851,0.001074771,0.955671685,0.007033259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,7,PSA,0.094927499,0.002532096,0.706945199,0.014022389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.087298668,0.004955421,0.000380015,0.059220991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.087921454,0.004659507,0.084198125,0.066820742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.08803499,0.006420773,0.126810976,0.066159974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.087548325,0.002950917,0.013079289,0.054593655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.085596983,0.003294065,0,0.062678449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.090915733,0.005617084,0.10557064,0.070219197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.08377046,0.006942718,0.037067694,0.057217225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.087624135,0.002497079,0.03283469,0.050347665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.08596625,0.003139202,0.011332753,0.041557005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.088858235,0.004686622,0.067363413,0.065288169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.088724104,0.004801782,0.00797748,0.055397392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.083932698,0.004039039,0.00677865,0.050993306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.086671565,0.00440992,0.00818579,0.059115345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.086715713,0.003548638,0.024627576,0.05245107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.086452581,0.006531487,0,0.064603988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.084357163,0.003707257,0.129455534,0.064487267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.087927669,0.004431214,0.000862389,0.053186803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.08657232,0.006552769,0,0.065628661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.08477182,0.005221011,0,0.061966316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,CD,0.085135862,0.005482305,0,0.057801148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.095783937,0.002206653,0.63973694,0.017678082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.099798535,0.00147726,0.806422971,0.009293222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.100360334,0.002763574,0.858059093,0.01766243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.102983667,0.001873257,0.497670794,0.018436777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.103973207,0.002652872,0.526895173,0.021824281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.095403303,0.001619559,0.450962546,0.017556694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.093890612,0.001449019,0.658273369,0.011433027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.090200919,0.002259074,0.710582846,0.017166207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.097477549,0.001270304,1.15563651,0.007570746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.098109511,0.001917875,0.673563632,0.014877297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.098067317,0.001828286,0.787117223,0.012576608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.095706617,0.001253976,0.553917159,0.014599195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.099409823,0.001607684,0.580821063,0.012424168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.07892209,0.001698049,0.700804606,0.015112899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.093222386,0.002558171,0.61737113,0.017418804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.096208794,0.003705096,0.789651818,0.011446541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.098108245,0.002802093,0.425220383,0.018982609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.099981864,0.002623826,0.564447692,0.019013998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.103383083,0.002992197,0.86309772,0.017969273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,8,PSA,0.104790408,0.004439899,0.771801327,0.020679182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.093820867,0.005072048,0.090329456,0.06142691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.087959826,0.007161621,0.043664258,0.084108638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.092209154,0.005792927,0,0.075857494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.089584598,0.005812657,0.001600585,0.073154063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.090094277,0.00584053,0,0.062197799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.089739369,0.006032301,0.022153028,0.063436772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.094024753,0.007416856,0,0.068532301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.089281417,0.006477775,0,0.071839808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.092173783,0.006001489,0.020506932,0.081489035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.090568124,0.005507551,0.051629298,0.057617251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.091528448,0.005825845,0.002016246,0.073556139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.090491959,0.005338247,0,0.07549032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.090928517,0.008429191,0.035571897,0.071031927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.093068147,0.006803717,0.043739453,0.073033559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.092358771,0.006663523,0,0.067037419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.089287416,0.004741343,0,0.069874454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.091647008,0.004806296,0.010040636,0.060612527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.093421387,0.009201312,0,0.079769003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.088864923,0.006957449,0.10595409,0.081957221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,CD,0.094368308,0.00523391,0.064159704,0.065313902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.125192821,0.004492528,0.544083663,0.024253157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.111771411,0.002703047,0.435245054,0.021788833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.090714901,0.003035467,0.887849453,0.02414039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.113777925,0.002389019,0.98517931,0.0259452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.109428646,0.003491065,0.71498851,0.019981583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.104436903,0.002200995,0.529282696,0.023115859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.107729842,0.001849799,0.733009482,0.022505536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.106238674,0.00373096,0.943450914,0.021585472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.112547785,0.003807521,0.331754898,0.016081204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.108227262,0.002424623,0.457142558,0.020052796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.111331614,0.004157472,0.356878444,0.023520652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.115996759,0.006246843,0.58987154,0.025010304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.10137094,0.003076529,0.83389033,0.019402262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.106003874,0.003752094,0.715182029,0.022233132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.11505157,0.00362664,0.746049466,0.020895755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.093800468,0.002739214,0.632654068,0.026920467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.119531123,0.002791303,0.500173707,0.024956064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.092069493,0.002724595,0.50050963,0.022671493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
