file,num,CDPSA,GD,IGD,HV,GS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.106799144,0.002242744,0.924054557,0.016399523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,10,PSA,0.109436097,0.003530092,0.549519898,0.020484743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.095078833,0.004913708,0,0.07350442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.09312494,0.008552385,0.079735577,0.083932988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.094484474,0.008599482,0.00027973,0.092739527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.09095729,0.005706533,0.055556639,0.079046623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.092221339,0.005465519,0.138991011,0.063899979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.09307869,0.006612494,0,0.070851888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.097602623,0.007614368,0,0.077423627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.095463072,0.005941515,0,0.080302989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.09283368,0.007733037,0.048531075,0.094868838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.095662023,0.007647088,0.030385771,0.077383777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.095818285,0.00887874,0.075066495,0.06770986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.092179816,0.006489431,0,0.09777305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.093405896,0.007326264,0.121138754,0.09054448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.094841885,0.007873672,0,0.073874737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.092180368,0.007841672,0,0.104730081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.093495625,0.007542512,0.001064586,0.071188364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.093417785,0.008382688,0.014234785,0.067601726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.096423766,0.008943632,0.019330669,0.087880071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.095224613,0.007366336,0.009968677,0.0742544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,CD,0.094299878,0.006951144,0.002322439,0.073013454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.109170586,0.002508355,0.2387365,0.019216403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.123955931,0.004376071,0.464542464,0.027885892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.131294333,0.005096767,0.179501299,0.019279696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.128265544,0.005912585,0.06838571,0.023055536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.11220915,0.003156197,0.277282418,0.019289839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.110607274,0.003071839,0.546103687,0.02527709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.112304352,0.003363418,0.557288897,0.024536836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.109738409,0.003652541,0.471920901,0.02182242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.10580131,0.002478786,0.706075812,0.022150588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.124124253,0.008262006,0.201149118,0.032936682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.134308983,0.01123604,0.013747177,0.028187057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.111529604,0.003399462,0.205956139,0.02218477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.112925238,0.003657495,0.561294402,0.03109046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.112617377,0.003380361,0.661547977,0.027144644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.095302203,0.00261657,1.191483479,0.023202177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.102478002,0.003821709,0.541379416,0.027021963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.0982859,0.003342312,0.835741741,0.023303824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.106297085,0.003903413,0.270268955,0.026613024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.115350734,0.007957819,0.238219039,0.02767858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,12,PSA,0.095843289,0.002735987,1.074943042,0.02276621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.095310536,0.005483303,0.081351102,0.082263427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.093889729,0.007874751,0.009486713,0.100267187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.097207991,0.008260392,0.011146747,0.110325089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.101609071,0.009706849,0,0.096040024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.095694395,0.009684613,0,0.12774892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.095229928,0.008245331,0,0.10540603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.097411757,0.008778145,0,0.099690182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.091107826,0.007511131,0,0.12034048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.095413659,0.006356712,0,0.108811181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.097454322,0.008734695,0.035313719,0.110343567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.097575019,0.008922969,0,0.106722634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.09375365,0.006329978,0,0.081259232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.093530978,0.005659958,0,0.116241194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.093694408,0.005860174,2.21E-01,0.121995272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.09438742,0.00834262,0.086148456,0.102575485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.095903421,0.010197645,0.028740711,0.099438618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.095274937,0.00675674,0.117647008,0.108586755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.09177269,0.006607816,0,0.109017919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.092605113,0.007378658,0.005960557,0.104268823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,CD,0.094351188,0.009500569,0,0.116686858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.1280501,0.003362031,0.19906333,0.029829562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.108348188,0.002882294,0.364043887,0.023013902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.146396796,0.010608624,0,0.031274489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.118225499,0.008450461,0.087937101,0.034978567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.139580636,0.003437162,0.331327932,0.034614091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.154730674,0.009793201,0.09135108,0.040159702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.092199022,0.002906594,0.884355877,0.022831021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.116036732,0.002766864,0.685408663,0.022375303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.126773655,0.005781726,0.095559219,0.027589206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.154633611,0.011125256,0.007499375,0.04500256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.103963045,0.003145803,0.378208229,0.033841144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.119887465,0.00281855,0.410594188,0.018016486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.138299823,0.004211913,0.150749098,0.035279089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.109381765,0.003218078,0.518798762,0.025741993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.097669892,0.004042204,0.819646676,0.027332233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.111258612,0.003324529,0.30599865,0.028979002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.09210787,0.005019604,0.840585361,0.026115045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.095953219,0.002905743,0.678232468,0.020666232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.142842684,0.004045016,0.012358084,0.035431439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,15,PSA,0.130690808,0.003832021,0.054654717,0.022578146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.098970158,0.006697577,0.046309867,0.108116314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.094058316,0.007478734,0.046476331,0.120528764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.092555097,0.007593558,0.176148861,0.092717811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.093126511,0.006741703,0.052931648,0.109977439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.094288941,0.008901025,0,0.117649016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.097670764,0.009565195,0,0.111012745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.093779908,0.008142816,0.000771602,0.10949782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.096286037,0.008063792,0.005150421,0.109114535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.093707217,0.009428993,0.205908592,0.109351505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.097526124,0.009252766,0.027060976,0.103849964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.097497666,0.00771842,0,0.101687194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.094860612,0.007203483,0,0.111128997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.097247564,0.010109473,0,0.108296066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.099059401,0.00923548,0.188857541,0.117926941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.096732386,0.00853983,0.102758296,0.105743649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.099045967,0.009485131,0.181627935,0.123428603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.093617725,0.004904278,0,0.124105825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.098066291,0.008841747,0.026411679,0.115809258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.09713368,0.008236892,0,0.113058166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,CD,0.094725134,0.007124426,0.017418881,0.09293339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.153478743,0.015955942,0,0.042566198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.147486955,0.005378296,0,0.037908114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.143446338,0.011686412,0.039205228,0.037720612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.143542938,0.004550136,0,0.040581562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.111706158,0.002952136,0.66850372,0.024349772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.092070819,0.002740255,1.163184963,0.024671759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.150028506,0.015314394,0,0.041920734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.129860118,0.010273661,0.144989431,0.03130936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.151911078,0.011291508,0.047950151,0.040750011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.139161259,0.007331186,0.131613816,0.041793057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.152724115,0.009332441,0,0.042235033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.134817855,0.003898457,0.003386887,0.03431639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.144343263,0.006840757,0,0.026932188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.150428606,0.011803601,0.309196477,0.039919803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.146488113,0.010422762,0.408609584,0.035907149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.146751099,0.003838073,0.377458106,0.035064636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.151849882,0.011708192,0,0.04168083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.144166035,0.010167562,0,0.038097962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.152189937,0.012239185,0,0.044934059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,16,PSA,0.147206241,0.011437718,0.00542983,0.040022225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.095438583,0.009405665,0,0.153883969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.097457944,0.00862886,0,0.140909979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.096415126,0.006723003,0.006274271,0.133303548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.098185079,0.012615943,0,0.149102909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.09798289,0.00739455,0.05795531,0.172724124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.095767567,0.011856306,0,0.146780999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.093681077,0.01270577,0,0.144897876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.094685981,0.006890813,0.00019245,0.131489156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.095102259,0.008778723,0,0.132396723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.098049463,0.0073953,0,0.133993033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.097858635,0.007531651,0.060751995,0.133895491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.093220004,0.006506112,0.031367322,0.167163719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.094767823,0.008363902,0,0.154213643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.09552702,0.007224969,0,0.162196246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.096405256,0.009039852,0,0.185924228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.094248443,0.009115227,0.430574354,0.164430726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.09562726,0.007789266,0.065093634,0.17286777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.0962508,0.01056593,0.23990215,0.158316066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.096671871,0.012619247,0.308422139,0.157949373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,CD,0.094513063,0.010565149,0,0.134986855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.146506251,0.004675881,0,0.05302452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.108200765,0.004152329,0.030353672,0.031688565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.138094252,0.005847129,0,0.053875222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.1332445,0.012003651,0,0.046765771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.157061595,0.016073263,0,0.056759536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.142922556,0.013458717,0,0.047587547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.150655947,0.007733222,0,0.056328023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.115289935,0.003993021,0.321740786,0.042280086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.151168057,0.012788419,0,0.060967403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.113493082,0.004116634,1.250587417,0.02536783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.153060469,0.016116744,0,0.05838855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.149119572,0.014512699,0,0.058677848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.127717667,0.003941863,0.125648399,0.042703948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.111603033,0.003546357,0.641590057,0.033556605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.137834593,0.013793923,0,0.04999536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.127909126,0.006375282,0.1949505,0.041049119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.154660146,0.019199886,0,0.068293195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.15884042,0.01647918,0,0.065878932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.156389437,0.015444906,0,0.053716682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTLZ4,20,PSA,0.146337045,0.007732854,0,0.053432861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
